Bottom,Height,Top,Mass_cup,Mass_lid,Mass_packaging
2.44055,3.74055,2.94055,0.0057441,0.0053396,0.0059379
2.44055,3.74055,3.04055,0.0058437,0.005435,0.0062663
2.44055,3.74055,3.14055,0.0059443,0.0055304,0.0066013
2.44055,3.74055,3.24055,0.0060461,0.0056258,0.006943
2.44055,3.74055,3.34055,0.006149,0.0057212,0.0072914
2.44055,3.74055,3.44055,0.0062532,0.0058167,0.0076464
2.44055,3.64055,2.44055,0.0051397,0.0048625,0.0043956
2.44055,3.64055,2.54055,0.005232,0.0049578,0.0046908
2.44055,3.64055,2.64055,0.0053253,0.0050531,0.0049926
2.44055,3.64055,2.74055,0.0054194,0.0051485,0.005301
2.44055,3.64055,2.84055,0.0055145,0.0052438,0.0056161
2.44055,3.64055,2.94055,0.0056107,0.0053391,0.0059379
2.44055,3.64055,3.04055,0.0057078,0.0054345,0.0062663
2.44055,3.64055,3.14055,0.0058061,0.0055298,0.0066013
2.44055,3.64055,3.24055,0.0059056,0.0056251,0.006943
2.44055,3.64055,3.34055,0.0060063,0.0057205,0.0072914
2.44055,3.64055,3.44055,0.0061082,0.0058158,0.0076464
2.34055,4.34055,2.34055,0.0057108,0.0046655,0.0041071
2.34055,4.34055,2.44055,0.0058207,0.0047613,0.0043956
2.34055,4.34055,2.54055,0.0059312,0.0048572,0.0046908
2.34055,4.34055,2.64055,0.0060425,0.004953,0.0049926
2.34055,4.34055,2.74055,0.0061546,0.0050489,0.005301
2.34055,4.34055,2.84055,0.0062675,0.0051447,0.0056161
2.34055,4.34055,2.94055,0.0063813,0.0052405,0.0059379
2.34055,4.34055,3.04055,0.006496,0.0053364,0.0062663
2.34055,4.34055,3.14055,0.0066116,0.0054322,0.0066013
2.34055,4.34055,3.24055,0.0067282,0.0055281,0.006943
2.34055,4.34055,3.34055,0.0068458,0.0056239,0.0072914
2.34055,4.24055,2.34055,0.0055946,0.0046655,0.0041071
2.34055,4.24055,2.44055,0.005702,0.0047613,0.0043956
2.34055,4.24055,2.54055,0.0058101,0.004857,0.0046908
2.34055,4.24055,2.64055,0.0059189,0.0049528,0.0049926
2.34055,4.24055,2.74055,0.0060285,0.0050486,0.005301
2.34055,4.24055,2.84055,0.006139,0.0051444,0.0056161
2.34055,4.24055,2.94055,0.0062504,0.0052402,0.0059379
2.34055,4.24055,3.04055,0.0063626,0.005336,0.0062663
2.34055,4.24055,3.14055,0.0064759,0.0054317,0.0066013
2.34055,4.24055,3.24055,0.0065902,0.0055275,0.006943
2.34055,4.24055,3.34055,0.0067055,0.0056233,0.0072914
2.34055,4.14055,2.34055,0.0054785,0.0046655,0.0041071
2.34055,4.14055,2.44055,0.0055833,0.0047612,0.0043956
2.34055,4.14055,2.54055,0.0056889,0.0048569,0.0046908
2.34055,4.14055,2.64055,0.0057953,0.0049526,0.0049926
2.34055,4.14055,2.74055,0.0059025,0.0050483,0.005301
2.34055,4.14055,2.84055,0.0060105,0.0051441,0.0056161
2.34055,4.14055,2.94055,0.0061195,0.0052398,0.0059379
2.34055,4.14055,3.04055,0.0062294,0.0053355,0.0062663
2.34055,4.14055,3.14055,0.0063402,0.0054312,0.0066013
2.34055,4.14055,3.24055,0.0064522,0.0055269,0.006943
2.34055,4.14055,3.34055,0.0065652,0.0056227,0.0072914
2.34055,4.04055,2.34055,0.0064249,0.0046655,0.0041071
2.34055,4.04055,2.44055,0.0064249,0.0047611,0.0043956
2.34055,4.04055,2.54055,0.0055678,0.0048568,0.0046908
2.34055,4.04055,2.64055,0.0056717,0.0049524,0.0049926
2.34055,4.04055,2.74055,0.0057764,0.0050481,0.005301
2.34055,4.04055,2.84055,0.005882,0.0051437,0.0056161
2.34055,4.04055,2.94055,0.0059886,0.0052394,0.0059379
2.34055,4.04055,3.04055,0.0060961,0.005335,0.0062663
2.34055,4.04055,3.14055,0.0062046,0.0054307,0.0066013
2.34055,4.04055,3.24055,0.0063142,0.0055263,0.006943
2.34055,4.04055,3.34055,0.0064249,0.005622,0.0072914
2.34055,3.94055,2.34055,0.0062847,0.0046655,0.0041071
2.34055,3.94055,2.44055,0.005346,0.004761,0.0043956
2.34055,3.94055,2.54055,0.0054466,0.0048566,0.0046908
2.34055,3.94055,2.64055,0.0055481,0.0049522,0.0049926
2.34055,3.94055,2.74055,0.0056503,0.0050478,0.005301
2.34055,3.94055,2.84055,0.0057535,0.0051434,0.0056161
2.34055,3.94055,2.94055,0.0058577,0.0052389,0.0059379
2.34055,3.94055,3.04055,0.0059628,0.0053345,0.0062663
2.34055,3.94055,3.14055,0.006069,0.0054301,0.0066013
2.34055,3.94055,3.24055,0.0061763,0.0055257,0.006943
2.34055,3.94055,3.34055,0.0062847,0.0056212,0.0072914
2.34055,3.84055,2.34055,0.00513,0.0046655,0.0041071
2.34055,3.84055,2.44055,0.0052273,0.004761,0.0043956
2.34055,3.84055,2.54055,0.0053255,0.0048565,0.0046908
2.34055,3.84055,2.64055,0.0054244,0.004952,0.0049926
2.34055,3.84055,2.74055,0.0055243,0.0050475,0.005301
2.34055,3.84055,2.84055,0.0056251,0.005143,0.0056161
2.34055,3.84055,2.94055,0.0057268,0.0052385,0.0059379
2.34055,3.84055,3.04055,0.0058296,0.005334,0.0062663
2.34055,3.84055,3.14055,0.0059335,0.0054295,0.0066013
2.34055,3.84055,3.24055,0.0060384,0.005525,0.006943
2.34055,3.84055,3.34055,0.0061445,0.0056205,0.0072914
2.34055,3.74055,2.34055,0.0050138,0.0046655,0.0041071
2.34055,3.74055,2.44055,0.0051087,0.0047609,0.0043956
2.34055,3.74055,2.54055,0.0052043,0.0048563,0.0046908
2.34055,3.74055,2.64055,0.0053008,0.0049517,0.0049926
2.34055,3.74055,2.74055,0.0053982,0.0050472,0.005301
2.34055,3.74055,2.84055,0.0054966,0.0051426,0.0056161
2.34055,3.74055,2.94055,0.005596,0.005238,0.0059379
2.34055,3.74055,3.04055,0.0056964,0.0053334,0.0062663
2.34055,3.74055,3.14055,0.0057979,0.0054288,0.0066013
2.34055,3.74055,3.24055,0.0059006,0.0055243,0.006943
2.34055,3.74055,3.34055,0.0060045,0.0056197,0.0072914
2.34055,3.64055,2.34055,0.0048976,0.0046655,0.0041071
2.34055,3.64055,2.44055,0.00499,0.0047608,0.0043956
2.34055,3.64055,2.54055,0.0050832,0.0048561,0.0046908
2.34055,3.64055,2.64055,0.0051772,0.0049515,0.0049926
2.34055,3.64055,2.74055,0.0052722,0.0050468,0.005301
2.34055,3.64055,2.84055,0.0053682,0.0051422,0.0056161
2.34055,3.64055,2.94055,0.0054652,0.0052375,0.0059379
2.34055,3.64055,3.04055,0.0055633,0.0053328,0.0062663
2.34055,3.64055,3.14055,0.0056625,0.0054282,0.0066013
2.34055,3.64055,3.24055,0.0057628,0.0055235,0.006943
2.34055,3.64055,3.34055,0.0058644,0.0056188,0.0072914
2.24055,4.34055,2.24055,0.0054361,0.0044685,0.0038253
2.24055,4.34055,2.34055,0.005546,0.0045643,0.0041071
2.24055,4.34055,2.44055,0.0056565,0.0046602,0.0043956
2.24055,4.34055,2.54055,0.0057677,0.004756,0.0046908
2.24055,4.34055,2.64055,0.0058797,0.0048519,0.0049926
2.24055,4.34055,2.74055,0.0059925,0.0049477,0.005301
2.24055,4.34055,2.84055,0.0061061,0.0050436,0.0056161
2.24055,4.34055,2.94055,0.0062206,0.0051394,0.0059379
2.24055,4.34055,3.04055,0.006336,0.0052353,0.0062663
2.24055,4.34055,3.14055,0.0064523,0.0053311,0.0066013
2.24055,4.34055,3.24055,0.0065697,0.0054269,0.006943
2.24055,4.24055,2.24055,0.005325,0.0044685,0.0038253
2.24055,4.24055,2.34055,0.0054323,0.0045643,0.0041071
2.24055,4.24055,2.44055,0.0055404,0.0046601,0.0043956
2.24055,4.24055,2.54055,0.0056491,0.0047558,0.0046908
2.24055,4.24055,2.64055,0.0057586,0.0048516,0.0049926
2.24055,4.24055,2.74055,0.005869,0.0049474,0.005301
2.24055,4.24055,2.84055,0.0059802,0.0050432,0.0056161
2.24055,4.24055,2.94055,0.0060923,0.005139,0.0059379
2.24055,4.24055,3.04055,0.0062053,0.0052348,0.0062663
2.24055,4.24055,3.14055,0.0063193,0.0053305,0.0066013
2.24055,4.24055,3.24055,0.0064343,0.0054263,0.006943
2.24055,4.14055,2.24055,0.0052138,0.0044685,0.0038253
2.24055,4.14055,2.34055,0.0053187,0.0045642,0.0041071
2.24055,4.14055,2.44055,0.0054242,0.0046599,0.0043956
2.24055,4.14055,2.54055,0.0055305,0.0047556,0.0046908
2.24055,4.14055,2.64055,0.0056376,0.0048514,0.0049926
2.24055,4.14055,2.74055,0.0057455,0.0049471,0.005301
2.24055,4.14055,2.84055,0.0058543,0.0050428,0.0056161
2.24055,4.14055,2.94055,0.005964,0.0051385,0.0059379
2.24055,4.14055,3.04055,0.0060746,0.0052342,0.0062663
2.24055,4.14055,3.14055,0.0061863,0.00533,0.0066013
2.24055,4.14055,3.24055,0.006299,0.0054257,0.006943
2.24055,4.04055,2.24055,0.0061637,0.0044685,0.0038253
2.24055,4.04055,2.34055,0.0061637,0.0045641,0.0041071
2.24055,4.04055,2.44055,0.0053081,0.0046598,0.0043956
2.24055,4.04055,2.54055,0.0054119,0.0047554,0.0046908
2.24055,4.04055,2.64055,0.0055165,0.0048511,0.0049926
2.24055,4.04055,2.74055,0.005622,0.0049467,0.005301
2.24055,4.04055,2.84055,0.0057284,0.0050424,0.0056161
2.24055,4.04055,2.94055,0.0058357,0.005138,0.0059379
2.24055,4.04055,3.04055,0.005944,0.0052337,0.0062663
2.24055,4.04055,3.14055,0.0060533,0.0053293,0.0066013
2.24055,4.04055,3.24055,0.0061637,0.005425,0.006943
2.24055,3.94055,2.24055,0.0060285,0.0044685,0.0038253
2.24055,3.94055,2.34055,0.0050914,0.0045641,0.0041071
2.24055,3.94055,2.44055,0.005192,0.0046596,0.0043956
2.24055,3.94055,2.54055,0.0052933,0.0047552,0.0046908
2.24055,3.94055,2.64055,0.0053955,0.0048508,0.0049926
2.24055,3.94055,2.74055,0.0054985,0.0049464,0.005301
2.24055,3.94055,2.84055,0.0056025,0.005042,0.0056161
2.24055,3.94055,2.94055,0.0057075,0.0051375,0.0059379
2.24055,3.94055,3.04055,0.0058134,0.0052331,0.0062663
2.24055,3.94055,3.14055,0.0059204,0.0053287,0.0066013
2.24055,3.94055,3.24055,0.0060285,0.0054243,0.006943
2.24055,3.84055,2.24055,0.0048804,0.0044685,0.0038253
2.24055,3.84055,2.34055,0.0049777,0.004564,0.0041071
2.24055,3.84055,2.44055,0.0050758,0.0046595,0.0043956
2.24055,3.84055,2.54055,0.0051747,0.004755,0.0046908
2.24055,3.84055,2.64055,0.0052745,0.0048505,0.0049926
2.24055,3.84055,2.74055,0.0053751,0.004946,0.005301
2.24055,3.84055,2.84055,0.0054767,0.0050415,0.0056161
2.24055,3.84055,2.94055,0.0055792,0.005137,0.0059379
2.24055,3.84055,3.04055,0.0056828,0.0052325,0.0062663
2.24055,3.84055,3.14055,0.0057875,0.005328,0.0066013
2.24055,3.84055,3.24055,0.0058933,0.0054235,0.006943
2.24055,3.74055,2.24055,0.0047692,0.0044685,0.0038253
2.24055,3.74055,2.34055,0.0048641,0.0045639,0.0041071
2.24055,3.74055,2.44055,0.0049597,0.0046593,0.0043956
2.24055,3.74055,2.54055,0.0050561,0.0047548,0.0046908
2.24055,3.74055,2.64055,0.0051534,0.0048502,0.0049926
2.24055,3.74055,2.74055,0.0052517,0.0049456,0.005301
2.24055,3.74055,2.84055,0.0053508,0.005041,0.0056161
2.24055,3.74055,2.94055,0.005451,0.0051364,0.0059379
2.24055,3.74055,3.04055,0.0055523,0.0052319,0.0062663
2.24055,3.74055,3.14055,0.0056547,0.0053273,0.0066013
2.24055,3.74055,3.24055,0.0057582,0.0054227,0.006943
2.24055,3.64055,2.24055,0.0046581,0.0044685,0.0038253
2.24055,3.64055,2.34055,0.0047504,0.0045638,0.0041071
2.24055,3.64055,2.44055,0.0048436,0.0046592,0.0043956
2.24055,3.64055,2.54055,0.0049375,0.0047545,0.0046908
2.24055,3.64055,2.64055,0.0050324,0.0048498,0.0049926
2.24055,3.64055,2.74055,0.0051282,0.0049452,0.005301
2.24055,3.64055,2.84055,0.005225,0.0050405,0.0056161
2.24055,3.64055,2.94055,0.0053229,0.0051359,0.0059379
2.24055,3.64055,3.04055,0.0054218,0.0052312,0.0062663
2.24055,3.64055,3.14055,0.0055219,0.0053265,0.0066013
2.24055,3.64055,3.24055,0.0056232,0.0054219,0.006943
2.14055,4.34055,2.14055,0.005164,0.0042715,0.0035501
2.14055,4.34055,2.24055,0.0052738,0.0043674,0.0038253
2.14055,4.34055,2.34055,0.0053843,0.0044632,0.0041071
2.14055,4.34055,2.44055,0.0054954,0.004559,0.0043956
2.14055,4.34055,2.54055,0.0056073,0.0046549,0.0046908
2.14055,4.34055,2.64055,0.0057199,0.0047507,0.0049926
2.14055,4.34055,2.74055,0.0058334,0.0048466,0.005301
2.14055,4.34055,2.84055,0.0059477,0.0049424,0.0056161
2.14055,4.34055,2.94055,0.0060629,0.0050383,0.0059379
2.14055,4.34055,3.04055,0.006179,0.0051341,0.0062663
2.14055,4.34055,3.14055,0.0062961,0.00523,0.0066013
2.14055,4.24055,2.14055,0.0050578,0.0042715,0.0035501
2.14055,4.24055,2.24055,0.0051652,0.0043673,0.0038253
2.14055,4.24055,2.34055,0.0052732,0.0044631,0.0041071
2.14055,4.24055,2.44055,0.0053818,0.0045589,0.0043956
2.14055,4.24055,2.54055,0.0054913,0.0046546,0.0046908
2.14055,4.24055,2.64055,0.0056015,0.0047504,0.0049926
2.14055,4.24055,2.74055,0.0057125,0.0048462,0.005301
2.14055,4.24055,2.84055,0.0058244,0.004942,0.0056161
2.14055,4.24055,2.94055,0.0059372,0.0050378,0.0059379
2.14055,4.24055,3.04055,0.0060509,0.0051336,0.0062663
2.14055,4.24055,3.14055,0.0061657,0.0052293,0.0066013
2.14055,4.14055,2.14055,0.0049517,0.0042715,0.0035501
2.14055,4.14055,2.24055,0.0050565,0.0043672,0.0038253
2.14055,4.14055,2.34055,0.005162,0.0044629,0.0041071
2.14055,4.14055,2.44055,0.0052683,0.0045587,0.0043956
2.14055,4.14055,2.54055,0.0053752,0.0046544,0.0046908
2.14055,4.14055,2.64055,0.005483,0.0047501,0.0049926
2.14055,4.14055,2.74055,0.0055916,0.0048458,0.005301
2.14055,4.14055,2.84055,0.0057011,0.0049415,0.0056161
2.14055,4.14055,2.94055,0.0058115,0.0050373,0.0059379
2.14055,4.14055,3.04055,0.0059229,0.005133,0.0062663
2.14055,4.14055,3.14055,0.0060354,0.0052287,0.0066013
2.14055,4.04055,2.14055,0.0059051,0.0042715,0.0035501
2.14055,4.04055,2.24055,0.0059051,0.0043672,0.0038253
2.14055,4.04055,2.34055,0.0050509,0.0044628,0.0041071
2.14055,4.04055,2.44055,0.0051547,0.0045585,0.0043956
2.14055,4.04055,2.54055,0.0052592,0.0046541,0.0046908
2.14055,4.04055,2.64055,0.0053645,0.0047498,0.0049926
2.14055,4.04055,2.74055,0.0054707,0.0048454,0.005301
2.14055,4.04055,2.84055,0.0055778,0.0049411,0.0056161
2.14055,4.04055,2.94055,0.0056859,0.0050367,0.0059379
2.14055,4.04055,3.04055,0.005795,0.0051324,0.0062663
2.14055,4.04055,3.14055,0.0059051,0.005228,0.0066013
2.14055,3.94055,2.14055,0.0057748,0.0042715,0.0035501
2.14055,3.94055,2.24055,0.0048393,0.0043671,0.0038253
2.14055,3.94055,2.34055,0.0049398,0.0044627,0.0041071
2.14055,3.94055,2.44055,0.0050411,0.0045582,0.0043956
2.14055,3.94055,2.54055,0.0051432,0.0046538,0.0046908
2.14055,3.94055,2.64055,0.0052461,0.0047494,0.0049926
2.14055,3.94055,2.74055,0.0053499,0.004845,0.005301
2.14055,3.94055,2.84055,0.0054546,0.0049406,0.0056161
2.14055,3.94055,2.94055,0.0055603,0.0050361,0.0059379
2.14055,3.94055,3.04055,0.005667,0.0051317,0.0062663
2.14055,3.94055,3.14055,0.0057748,0.0052273,0.0066013
2.14055,3.84055,2.14055,0.0046333,0.0042715,0.0035501
2.14055,3.84055,2.24055,0.0047307,0.004367,0.0038253
2.14055,3.84055,2.34055,0.0048287,0.0044625,0.0041071
2.14055,3.84055,2.44055,0.0049275,0.004558,0.0043956
2.14055,3.84055,2.54055,0.0050271,0.0046535,0.0046908
2.14055,3.84055,2.64055,0.0051276,0.004749,0.0049926
2.14055,3.84055,2.74055,0.005229,0.0048445,0.005301
2.14055,3.84055,2.84055,0.0053314,0.00494,0.0056161
2.14055,3.84055,2.94055,0.0054347,0.0050355,0.0059379
2.14055,3.84055,3.04055,0.0055391,0.005131,0.0062663
2.14055,3.84055,3.14055,0.0056446,0.0052265,0.0066013
2.14055,3.74055,2.14055,0.0045272,0.0042715,0.0035501
2.14055,3.74055,2.24055,0.004622,0.0043669,0.0038253
2.14055,3.74055,2.34055,0.0047176,0.0044624,0.0041071
2.14055,3.74055,2.44055,0.0048139,0.0045578,0.0043956
2.14055,3.74055,2.54055,0.0049111,0.0046532,0.0046908
2.14055,3.74055,2.64055,0.0050092,0.0047486,0.0049926
2.14055,3.74055,2.74055,0.0051082,0.004844,0.005301
2.14055,3.74055,2.84055,0.0052082,0.0049395,0.0056161
2.14055,3.74055,2.94055,0.0053092,0.0050349,0.0059379
2.14055,3.74055,3.04055,0.0054113,0.0051303,0.0062663
2.14055,3.74055,3.14055,0.0055145,0.0052257,0.0066013
2.14055,3.64055,2.14055,0.0044211,0.0042715,0.0035501
2.14055,3.64055,2.24055,0.0045134,0.0043668,0.0038253
2.14055,3.64055,2.34055,0.0046065,0.0044622,0.0041071
2.14055,3.64055,2.44055,0.0047004,0.0045575,0.0043956
2.14055,3.64055,2.54055,0.0047951,0.0046529,0.0046908
2.14055,3.64055,2.64055,0.0048908,0.0047482,0.0049926
2.14055,3.64055,2.74055,0.0049874,0.0048435,0.005301
2.14055,3.64055,2.84055,0.005085,0.0049389,0.0056161
2.14055,3.64055,2.94055,0.0051837,0.0050342,0.0059379
2.14055,3.64055,3.04055,0.0052835,0.0051295,0.0062663
2.14055,3.64055,3.14055,0.0053844,0.0052249,0.0066013
